Time,Competitor,Operation,OrderId,Instrument,Side,Volume,Price,Lifespan,Fee
0.0,,Insert,177353307,0,B,1000,146300,G,
0.0,,Cancel,177353295,,,-2000,,,
0.0,,Insert,177353315,0,B,2000,113000,G,
0.0,,Cancel,177353315,,,-2000,,,
0.0,,Insert,177353319,0,B,2000,112900,G,
0.0,,Cancel,177353319,,,-2000,,,
0.0,,Insert,177353323,0,B,2000,113000,G,
0.0,,Cancel,177353323,,,-2000,,,
0.0,,Insert,177353327,0,B,2000,112900,G,
0.0,,Cancel,177353307,,,-1000,,,
0.0,,Insert,177353359,0,B,1000,146300,G,
0.0,,Cancel,177353327,,,-2000,,,
0.0,,Insert,177353403,0,B,2000,113000,G,
0.0,,Cancel,177353403,,,-2000,,,
0.0,,Insert,177353407,0,B,2000,112900,G,
0.0,,Cancel,177353407,,,-2000,,,
0.0,,Insert,177353423,0,B,2000,113000,G,
0.005805,TraderTwo,Insert,1,1,A,10,147100,G,
0.005925,TraderTwo,Insert,2,1,B,10,146900,G,
0.006072,TraderFour,Insert,1,1,A,10,147100,G,
0.006143,TraderFour,Insert,2,1,B,10,146900,G,
0.006181,TraderThree,Insert,1,1,A,10,147100,G,
0.006229,TraderThree,Insert,2,1,B,10,146900,G,
0.029821,,Insert,7028062,1,A,10000,147600,G,
0.029821,,Insert,7028063,1,B,10000,146400,G,
0.152811,,Cancel,177353423,,,-2000,,,
0.152811,,Insert,177353443,0,B,2000,112900,G,
0.152859,,Cancel,177353443,,,-2000,,,
0.152859,,Insert,177353451,0,B,2000,113000,G,
0.152939,,Cancel,177353451,,,-2000,,,
0.152939,,Insert,177353455,0,B,2000,112900,G,
0.152939,,Cancel,177353359,,,-1000,,,
0.153042,,Insert,177353463,0,B,1000,146300,G,
0.153497,,Cancel,177353455,,,-2000,,,
0.153497,,Insert,177353483,0,B,2000,113000,G,
0.153542,,Cancel,177353483,,,-2000,,,
0.153542,,Insert,177353487,0,B,2000,112900,G,
0.153585,,Cancel,177353487,,,-2000,,,
0.153585,,Insert,177353491,0,B,2000,113000,G,
0.153631,,Cancel,177353491,,,-2000,,,
0.153631,,Insert,177353495,0,B,2000,112900,G,
0.153685,,Cancel,177353495,,,-2000,,,
0.153685,,Insert,177353499,0,B,2000,113000,G,
0.153728,,Cancel,177353499,,,-2000,,,
0.153728,,Insert,177353503,0,B,2000,112900,G,
0.153769,,Cancel,177353463,,,-1000,,,
0.153773,,Cancel,177353503,,,-2000,,,
0.153773,,Insert,177353511,0,B,2000,113000,G,
0.153817,,Cancel,177353511,,,-2000,,,
0.153817,,Insert,177353515,0,B,2000,112900,G,
0.153883,,Insert,177353519,0,B,1000,146300,G,
0.164273,,Insert,177353751,0,B,740,146900,G,
0.164277,,Insert,177353759,0,B,8000,146900,G,
0.164277,,Insert,177353763,0,B,8000,146900,G,
0.164277,,Cancel,177352479,,,-1000,,,
0.164495,,Cancel,177353519,,,-1000,,,
0.164727,,Insert,177353791,0,B,1000,147000,G,
0.164751,,Cancel,177353763,,,-8000,,,
0.164751,,Cancel,177353759,,,-8000,,,
0.16476,,Insert,177353795,0,B,1000,147000,G,
0.164764,,Insert,177353803,0,B,3000,146800,G,
0.164766,,Cancel,177353515,,,-2000,,,
0.164766,,Insert,177353807,0,B,2000,113000,G,
0.164778,,Cancel,177353235,,,-400,,,
0.164815,,Cancel,177351591,,,-1000,,,
0.164866,,Insert,177353811,0,A,1000,147500,G,
0.164896,,Insert,177353823,0,A,2000,148100,G,
0.164927,,Insert,177353835,0,A,1000,147200,G,
0.164995,,Cancel,177352127,,,-2000,,,
0.164995,,Insert,177353843,0,A,2000,181800,G,
0.170988,,Cancel,177349767,,,-1000,,,
0.172123,,Insert,177353963,0,A,1000,152200,G,
0.189143,,Insert,177354191,0,B,1000,147000,G,
0.189197,,Insert,177354203,0,A,400,147200,G,
0.189289,,Insert,177354227,0,A,8000,147200,G,
0.189313,,Cancel,177352347,,,-1000,,,
0.189314,,Cancel,177353207,,,-2000,,,
0.189347,,Insert,177354247,0,A,1000,147300,G,
0.189352,,Cancel,177354191,,,-1000,,,
0.189365,,Insert,177354251,0,B,1000,146700,G,
0.189497,,Insert,177354271,0,B,1000,147000,G,
0.189712,,Cancel,177353751,,,-740,,,
0.189816,,Insert,177354331,0,A,740,147200,G,
0.189904,,Cancel,177354247,,,-1000,,,
0.189917,,Insert,177354375,0,A,8000,147100,G,
0.189929,,Cancel,177353835,,,-1000,,,
0.189933,,Insert,177354379,0,A,1000,147100,G,
0.189948,,Insert,177354387,0,A,3000,147400,G,
0.189977,,Insert,177354407,0,A,400,147100,G,
0.18999,,Cancel,177354203,,,-400,,,
0.190001,,Cancel,177353843,,,-2000,,,
0.190001,,Insert,177354419,0,A,2000,181700,G,
0.190001,,Cancel,177353811,,,-1000,,,
0.190021,,Cancel,177353823,,,-2000,,,
0.190091,,Cancel,177354271,,,-1000,,,
0.190185,,Cancel,177354251,,,-1000,,,
0.190316,,Cancel,177353795,,,-1000,,,
0.19119,,Insert,177354563,0,A,1000,147200,G,
0.191285,,Cancel,177354563,,,-1000,,,
0.191464,,Cancel,177353791,,,-1000,,,
0.191499,,Insert,177354595,0,B,1000,146900,G,
0.191546,,Cancel,177353807,,,-2000,,,
0.191546,,Insert,177354607,0,B,2000,112900,G,
0.191822,,Insert,177354611,0,B,1000,146300,G,
0.191824,,Insert,177354615,0,B,2000,146000,G,
0.192302,,Insert,177354627,0,A,1000,147200,G,
0.195602,,Cancel,177352303,,,-8000,,,
0.198529,,Cancel,7028062,,,-10000,,,
0.198529,,Cancel,7028063,,,-10000,,,
0.198529,,Insert,7028064,1,A,10000,147600,G,
0.198529,,Insert,7028065,1,B,10000,146400,G,
0.213321,,Insert,177354995,0,A,1000,147200,G,
0.213378,,Cancel,177354595,,,-1000,,,
0.21352,,Cancel,177353803,,,-3000,,,
0.235574,,Insert,177355499,0,A,1000,147200,G,
0.248285,,Insert,177355635,0,B,1000,145400,G,
0.248648,,Insert,177355703,0,B,1000,146900,G,
0.248694,,Insert,177355723,0,B,8000,146900,G,
0.248721,,Insert,177355727,0,A,1000,147200,G,
0.269163,,Cancel,177355723,,,-8000,,,
0.269478,,Cancel,177351831,,,-1000,,,
0.293432,LiquidBears,Insert,3,1,A,10,147100,G,
0.293788,LiquidBears,Insert,4,1,B,10,146900,G,
0.305778,,Cancel,177355703,,,-1000,,,
0.305791,,Cancel,177352535,,,-1000,,,
0.305892,,Cancel,177352015,,,-1000,,,
0.305996,,Cancel,177352539,,,-1000,,,
0.32114,,Insert,177356843,0,B,1000,146900,G,
0.331292,,Insert,177357039,0,B,8000,146900,G,
0.331318,,Insert,177357043,0,B,1000,146900,G,
0.331358,,Insert,177357047,0,B,1000,146600,G,
0.331364,,Insert,177357051,0,B,1000,146900,G,
0.352423,,Insert,177357271,0,A,1000,148600,G,
0.360031,,Cancel,177355635,,,-1000,,,
0.360054,,Cancel,177357039,,,-8000,,,
0.36007,,Cancel,177357047,,,-1000,,,
0.360074,,Cancel,177356843,,,-1000,,,
0.360176,,Insert,177357327,0,B,1000,146900,G,
0.360339,,Cancel,177354379,,,-1000,,,
0.360566,,Insert,177357391,0,A,1000,147100,G,
0.360664,,Cancel,177354627,,,-1000,,,
0.360767,,Cancel,177357051,,,-1000,,,
0.360888,,Insert,177357467,0,B,1000,146600,G,
0.361197,,Insert,177357483,0,A,1000,147200,G,
0.361221,,Cancel,177357043,,,-1000,,,
0.362468,,Cancel,177357467,,,-1000,,,
0.367551,,Cancel,177357483,,,-1000,,,
0.367608,,Insert,177357687,0,B,1000,146600,G,
0.374314,,Insert,177357819,0,A,1000,147200,G,
0.374611,,Cancel,177357687,,,-1000,,,
0.374636,,Insert,177357827,0,B,1000,117200,G,
0.409108,,Cancel,177357327,,,-1000,,,
0.41786,,Insert,177358155,0,A,2000,147300,G,
0.420135,,Insert,177358247,0,A,1000,147100,G,
0.420162,,Cancel,177351459,,,-1000,,,
0.442427,,Insert,177358799,0,B,1000,145400,G,
0.468479,,Insert,177359771,0,B,1000,146900,G,
0.475514,,Cancel,177354611,,,-1000,,,
0.475515,,Insert,177359827,0,B,1000,146900,G,
0.475567,,Cancel,177358247,,,-1000,,,
0.483587,,Cancel,177358155,,,-2000,,,
0.48534,,Cancel,177359827,,,-1000,,,
0.485345,,Insert,177359983,0,A,2000,147300,G,
0.497229,,Insert,177360243,0,A,1000,147100,G,
0.49724,,Cancel,177359771,,,-1000,,,
0.498944,,Cancel,7028064,,,-10000,,,
0.498944,,Cancel,7028065,,,-10000,,,
0.498944,,Insert,7028066,1,A,10000,147600,G,
0.498944,,Insert,7028067,1,B,10000,146400,G,
0.50071,,Insert,177360291,0,B,740,146800,G,
0.501092,,Insert,177360311,0,B,2000,145900,G,
0.505192,,Insert,177360343,0,B,1000,146800,G,
0.509762,,Insert,177360387,0,B,450,146900,G,
0.509793,,Insert,177360391,0,A,1000,147200,G,
0.509799,,Insert,177360395,0,B,3000,146700,G,
0.51021,,Insert,177360403,0,B,450,146900,G,
0.510369,,Insert,177360407,0,A,1000,147400,G,
0.51095,,Cancel,177360407,,,-1000,,,
0.517532,,Cancel,177360311,,,-2000,,,
0.525421,,Insert,177360543,0,B,100,135000,G,
0.526865,,Insert,177360559,0,A,1000,147100,G,
0.526977,,Cancel,177360559,,,-1000,,,
0.527083,,Cancel,177360291,,,-740,,,
0.527086,,Insert,177360563,0,A,1000,147100,G,
0.527115,,Insert,177360567,0,A,1000,147100,G,
0.527139,,Insert,177360571,0,A,1000,147400,G,
0.527254,,Insert,177360587,0,A,120,147100,G,
0.52726,,Insert,177360591,0,B,1000,146300,G,
0.52727,,Insert,177360599,0,A,1000,147000,G,
0.5273,,Cancel,177354995,,,-1000,,,
0.5273,,Cancel,177355499,,,-1000,,,
0.5273,,Cancel,177360391,,,-1000,,,
0.527301,,Cancel,177355727,,,-1000,,,
0.527303,,Cancel,177354387,,,-3000,,,
0.527306,,Insert,177360607,0,A,3000,147300,G,
0.527335,,Insert,177360627,0,A,400,147000,G,
0.527352,,Cancel,177354407,,,-400,,,
0.527354,,Cancel,177354419,,,-2000,,,
0.527354,,Insert,177360631,0,A,2000,181600,G,
0.527355,,Cancel,177352055,,,-1000,,,
0.527361,,Cancel,177352047,,,-2000,,,
0.527407,,Insert,177360663,0,A,1000,147400,G,
0.527434,,Cancel,177354607,,,-2000,,,
0.527434,,Insert,177360667,0,B,2000,112800,G,
0.527688,,Cancel,177360403,,,-450,,,
0.52835,,Insert,177360799,0,B,450,146800,G,
0.528379,,Cancel,177360599,,,-1000,,,
0.528408,,Insert,177360811,0,A,3000,147200,G,
0.52843,,Cancel,177360627,,,-400,,,
0.528461,,Insert,177360827,0,A,2000,148000,G,
0.528488,,Cancel,177360571,,,-1000,,,
0.531266,,Cancel,177360587,,,-120,,,
0.531624,,Insert,177360931,0,A,1000,147400,G,
0.531862,,Cancel,177360631,,,-2000,,,
0.531862,,Insert,177360943,0,A,2000,181700,G,
0.558897,,Cancel,177360563,,,-1000,,,
0.558954,,Insert,177361327,0,A,400,147100,G,
0.559077,,Cancel,177360567,,,-1000,,,
0.569196,,Insert,177361499,0,A,10,147100,G,
0.589382,,Insert,177361723,0,B,1000,146600,G,
0.589932,,Cancel,177361723,,,-1000,,,
0.590241,,Insert,177361739,0,B,1000,146600,G,
0.590376,,Insert,177361755,0,B,1000,146900,G,
0.590376,,Insert,177361759,0,B,1000,146900,G,
0.590403,,Cancel,177360243,,,-1000,,,
0.590454,,Cancel,177360667,,,-2000,,,
0.590454,,Insert,177361775,0,B,2000,112900,G,
0.590646,,Insert,177361783,0,B,1000,146900,G,
0.590646,,Cancel,177360663,,,-1000,,,
0.590805,,Insert,177361791,0,B,1000,146500,G,
0.597265,,Cancel,177359983,,,-2000,,,
0.597306,,Insert,177361947,0,B,8000,146900,G,
0.597851,,Insert,177361999,0,B,1000,146900,G,
0.598436,,Cancel,177360343,,,-1000,,,
0.614274,,Cancel,177361947,,,-8000,,,
0.617464,,Cancel,177361999,,,-1000,,,
0.692621,,Cancel,177361783,,,-1000,,,
0.692869,,Cancel,177361739,,,-1000,,,
0.697574,,Insert,177364051,0,B,1000,146900,G,
0.697606,,Insert,177364055,0,B,1000,146900,G,
0.697639,,Insert,177364059,0,B,1000,146600,G,
0.703904,,Insert,177364099,0,B,8000,146900,G,
0.704052,,Cancel,177357819,,,-1000,,,
0.704183,,Cancel,177354331,,,-740,,,
0.704185,,Insert,177364127,0,B,750,146900,G,
0.704267,,Cancel,177354375,,,-8000,,,
0.704267,,Cancel,177357391,,,-1000,,,
0.704285,,Cancel,177357271,,,-1000,,,
0.704287,,Cancel,177360607,,,-3000,,,
0.704364,,Cancel,177361327,,,-400,,,
0.704391,,Cancel,177360591,,,-1000,,,
0.704395,,Insert,177364203,0,B,1000,147000,G,
0.704452,,Insert,177364239,0,A,400,147200,G,
0.704473,,Cancel,177361775,,,-2000,,,
0.704473,,Insert,177364259,0,B,2000,113000,G,
0.704515,,Cancel,177354615,,,-2000,,,
0.704542,,Insert,177364287,0,B,1000,147000,G,
0.704598,,Cancel,177364203,,,-1000,,,
0.704705,,Insert,177364323,0,B,1000,146700,G,
0.704867,,Cancel,177360943,,,-2000,,,
0.704867,,Insert,177364383,0,A,2000,181800,G,
0.705123,,Insert,177364463,0,B,1000,147000,G,
0.705288,,Cancel,177358799,,,-1000,,,
0.706185,,Insert,177364675,0,B,1000,147000,G,
0.706702,,Insert,177364707,0,B,1000,147000,G,
0.708372,,Cancel,177360799,,,-450,,,
0.708537,,Cancel,177364707,,,-1000,,,
0.708823,,Cancel,177364675,,,-1000,,,
0.708964,,Cancel,177364127,,,-750,,,
0.708967,,Cancel,177364463,,,-1000,,,
0.708982,,Cancel,177364323,,,-1000,,,
0.712041,,Insert,177365247,0,A,1000,147200,G,
0.712064,,Cancel,177364287,,,-1000,,,
0.712127,,Cancel,177364099,,,-8000,,,
0.712149,,Cancel,177364259,,,-2000,,,
0.712149,,Insert,177365267,0,B,2000,112900,G,
0.712205,,Insert,177365283,0,B,2000,146000,G,
0.712512,,Insert,177365343,0,B,1000,146300,G,
0.712582,,Insert,177365363,0,B,8000,146900,G,
0.712584,,Cancel,177365247,,,-1000,,,
0.71273,,Insert,177365391,0,A,1000,147200,G,
0.712874,,Cancel,177365391,,,-1000,,,
0.716609,,Insert,177365563,0,A,1000,147200,G,
0.717323,,Cancel,177365363,,,-8000,,,
0.724183,,Cancel,177365563,,,-1000,,,
0.724208,,Insert,177365827,0,A,1000,191400,G,
0.724221,,Insert,177365843,0,B,8000,146900,G,
0.724411,,Insert,177365875,0,B,1000,146900,G,
0.724582,,Insert,177365907,0,A,1000,148600,G,
0.72693,,Insert,177366115,0,A,8000,147100,G,
0.726939,,Insert,177366123,0,A,1000,147100,G,
0.726992,,Insert,177366151,0,A,400,147100,G,
0.727007,,Cancel,177364239,,,-400,,,
0.72701,,Cancel,177364383,,,-2000,,,
0.72701,,Insert,177366175,0,A,2000,181700,G,
0.727223,,Insert,177366279,0,A,1000,147200,G,
0.727232,,Cancel,177365875,,,-1000,,,
0.727389,,Cancel,177365843,,,-8000,,,
0.729194,,Cancel,177364055,,,-1000,,,
0.754496,,Insert,177366923,0,B,1000,146900,G,
0.754539,,Insert,177366927,0,B,1000,145400,G,
0.761732,,Insert,5006879,1,B,121,147900,G,
0.761732,TraderTwo,Trade,1,1,A,10,147100,,-147
0.761732,TraderFour,Trade,1,1,A,10,147100,,-147
0.761732,TraderThree,Trade,1,1,A,10,147100,,-147
0.761732,LiquidBears,Trade,3,1,A,10,147100,,-147
0.766549,,Cancel,177366923,,,-1000,,,
0.772879,,Cancel,7028066,,,-9919,,,
0.772879,,Cancel,7028067,,,-10000,,,
0.772879,,Insert,7028068,1,A,10000,147600,G,
0.772879,,Insert,7028069,1,B,10000,146400,G,
0.807015,,Insert,177367531,0,B,8000,146900,G,
0.807146,,Cancel,177366927,,,-1000,,,
0.807153,,Insert,177367567,0,B,1000,145500,G,
0.807259,,Cancel,177366279,,,-1000,,,
0.808936,TraderTwo,Hedge,3,0,B,10,147100,,
0.809029,TraderFour,Hedge,3,0,B,10,147100,,
0.809069,TraderThree,Hedge,3,0,B,10,147100,,
0.809106,LiquidBears,Hedge,5,0,B,10,147100,,
0.815296,,Insert,177367667,0,B,740,146900,G,
0.815331,,Cancel,177366115,,,-8000,,,
0.815406,,Cancel,177366151,,,-400,,,
0.815445,,Insert,177367699,0,B,1000,146900,G,
0.815459,,Insert,177367703,0,A,400,147200,G,
0.815564,,Insert,177367727,0,B,1000,146900,G,
0.823734,,Cancel,177365343,,,-1000,,,
0.82394,,Cancel,177365267,,,-2000,,,
0.82394,,Insert,177368123,0,B,2000,113000,G,
0.834856,,Insert,177368239,0,A,8000,147100,G,
0.834899,,Cancel,177367667,,,-740,,,
0.83495,,Cancel,177367703,,,-400,,,
0.835102,,Cancel,177368123,,,-2000,,,
0.835102,,Insert,177368283,0,B,2000,112900,G,
0.83511,,Cancel,177367567,,,-1000,,,
0.835381,,Insert,177368287,0,B,1000,146300,G,
0.835902,,Insert,177368327,0,A,1000,147200,G,
0.837786,,Cancel,177367531,,,-8000,,,
0.837842,,Insert,177368343,0,A,400,147100,G,
0.843819,,Cancel,177367699,,,-1000,,,
0.84414,,Cancel,177367727,,,-1000,,,
0.845569,,Cancel,177364059,,,-1000,,,
0.862427,,Insert,177368691,0,B,1000,145400,G,
0.864189,,Insert,177368727,0,B,8000,146900,G,
0.864206,,Cancel,177368327,,,-1000,,,
0.86499,,Insert,177368739,0,A,1000,147200,G,
0.865291,,Cancel,177368727,,,-8000,,,
0.865374,,Cancel,177365907,,,-1000,,,
0.878692,,Insert,177368931,0,B,1000,146600,G,
0.884128,,Insert,177368983,0,B,8000,146900,G,
0.904296,,Cancel,177368983,,,-8000,,,
0.911374,,Cancel,177368739,,,-1000,,,
0.913568,,Insert,177369407,0,B,8000,146900,G,
0.915947,,Insert,177369483,0,A,1000,148500,G,
0.916063,,Insert,177369499,0,A,1000,147200,G,
0.91609,,Cancel,177369407,,,-8000,,,
0.916509,,Cancel,177369499,,,-1000,,,
0.917006,,Insert,177369531,0,B,8000,146900,G,
0.917894,,Insert,177369539,0,B,1000,146800,G,
0.921654,,Cancel,177369483,,,-1000,,,
0.922383,,Cancel,177368287,,,-1000,,,
0.925717,,Insert,177369695,0,B,1000,147000,G,
0.925746,,Insert,177369703,0,B,1000,147000,G,
0.925803,,Cancel,177368283,,,-2000,,,
0.925803,,Insert,177369715,0,B,2000,113000,G,
0.925846,,Cancel,177365283,,,-2000,,,
0.925862,,Cancel,177369695,,,-1000,,,
0.925864,,Cancel,177368239,,,-8000,,,
0.926117,,Insert,177369747,0,B,2000,147000,G,
0.926127,,Insert,177369755,0,B,1000,146700,G,
0.926397,,Cancel,177368691,,,-1000,,,
0.926759,,Insert,177369811,0,B,1000,147000,G,
0.926788,,Insert,177369819,0,B,1000,147000,G,
0.926878,,Cancel,177368343,,,-400,,,
0.926937,,Insert,177369839,0,A,400,147200,G,
0.934177,,Cancel,177366123,,,-1000,,,
0.934202,,Cancel,177357827,,,-1000,,,
0.934623,,Cancel,177366175,,,-2000,,,
0.934623,,Insert,177370011,0,A,2000,181800,G,
0.961333,TraderThree,Cancel,2,,,-10,,,
0.961386,TraderThree,Insert,4,1,A,10,147200,G,
0.961472,TraderThree,Insert,5,1,B,10,147100,G,
0.961556,TraderFour,Cancel,2,,,-10,,,
0.961619,TraderFour,Insert,4,1,A,10,147200,G,
0.961679,TraderFour,Insert,5,1,B,10,147100,G,
0.961759,TraderTwo,Cancel,2,,,-10,,,
0.961783,TraderTwo,Insert,4,1,A,10,147200,G,
0.961816,TraderTwo,Insert,5,1,B,10,147100,G,
0.961861,LiquidBears,Insert,6,1,A,10,147200,G,
0.966777,,Insert,177370279,0,B,1000,117300,G,
0.966974,,Insert,177370283,0,B,8000,147000,G,
0.967077,,Insert,177370299,0,A,1000,148500,G,
0.967091,,Insert,177370303,0,B,1000,147000,G,
0.967236,,Insert,177370327,0,B,1000,146600,G,
0.96729,,Cancel,177354227,,,-8000,,,
0.967291,,Cancel,177360811,,,-3000,,,
0.967323,,Insert,177370343,0,A,3000,147300,G,
0.967583,,Insert,177370387,0,B,1000,146800,G,
0.967883,,Cancel,177370387,,,-1000,,,
0.971262,,Cancel,177370303,,,-1000,,,
0.971363,,Insert,4042971,0,B,10,147100,F,
0.971367,,Insert,177370559,0,B,1000,146800,G,
0.971381,,Insert,177370563,0,B,1000,147100,G,
0.971381,,Insert,177370567,0,B,1000,147100,G,
0.971384,,Insert,177370571,0,B,200,147000,G,
0.971388,,Insert,177370579,0,A,1000,147500,G,
0.971391,,Insert,177370583,0,A,2000,148100,G,
0.97141,,Insert,177370603,0,B,1000,147100,G,
0.97141,,Insert,177370607,0,B,1000,147100,G,
0.971418,,Insert,177370615,0,B,3000,146800,G,
0.971423,,Insert,177370619,0,A,1000,147200,G,
0.971423,,Cancel,177369839,,,-400,,,
0.971429,,Cancel,177360395,,,-3000,,,
0.971459,,Cancel,177369715,,,-2000,,,
0.971459,,Insert,177370631,0,B,2000,113100,G,
0.971486,,Insert,177370639,0,A,400,147300,G,
0.971752,,Cancel,177370607,,,-1000,,,
0.971808,,Cancel,177370639,,,-400,,,
0.972038,,Insert,177370727,0,B,1000,146900,G,
0.974327,,Cancel,177370567,,,-1000,,,
0.97483,,Cancel,177370563,,,-1000,,,
0.975505,,Cancel,177370571,,,-200,,,
0.975626,,Cancel,177370619,,,-1000,,,
0.975654,,Insert,177370887,0,A,740,147300,G,
0.975655,,Insert,177370891,0,A,1000,147300,G,
0.975685,,Insert,177370899,0,A,2000,148200,G,
0.975695,,Insert,177370903,0,A,1000,147300,G,
0.97582,,Insert,177370943,0,A,1000,147600,G,
0.975825,,Cancel,177370891,,,-1000,,,
0.975944,,Cancel,177370011,,,-2000,,,
0.975944,,Insert,177370955,0,A,2000,181900,G,
0.975963,,Insert,177370963,0,A,1000,147300,G,
0.975991,,Insert,177370967,0,A,1000,147300,G,
0.976114,,Cancel,177370559,,,-1000,,,
0.97614,,Cancel,177370887,,,-740,,,
0.977582,,Insert,177371127,0,A,1000,147300,G,
0.977607,,Cancel,177370603,,,-1000,,,
0.97765,,Cancel,177370283,,,-8000,,,
0.977684,,Cancel,177370631,,,-2000,,,
0.977684,,Insert,177371135,0,B,2000,113000,G,
0.97777,,Cancel,177371127,,,-1000,,,
0.977954,,Insert,177371143,0,B,2000,146100,G,
0.977954,,Insert,177371147,0,B,1000,146400,G,
0.977957,,Insert,177371151,0,B,1000,147000,G,
1.000257,,Insert,177371351,0,B,8000,147000,G,
1.000294,,Cancel,177371147,,,-1000,,,
1.000302,,Insert,177371371,0,B,1000,145500,G,
1.000318,,Insert,177371375,0,A,400,147300,G,
1.000376,,Cancel,177371135,,,-2000,,,
1.000376,,Insert,177371379,0,B,2000,113100,G,
1.000426,,Insert,177371395,0,B,740,147000,G,
1.000433,,Cancel,177371379,,,-2000,,,
1.000433,,Insert,177371407,0,B,2000,113000,G,
1.000518,,Insert,177371415,0,B,1000,147100,G,
1.00052,,Cancel,177370963,,,-1000,,,
1.000531,,Cancel,177371407,,,-2000,,,
1.000531,,Insert,177371423,0,B,2000,113100,G,
1.000543,,Cancel,177370967,,,-1000,,,
1.000548,,Cancel,177371143,,,-2000,,,
1.000549,,Insert,177371431,0,B,2000,147100,G,
1.000551,,Insert,177371435,0,B,1000,147100,G,
1.000554,,Insert,177371443,0,B,3000,146900,G,
